ref_ID,Country,Ref,PubDate,Continent,MPA_name,MPA_size,MPA_size_cat,MPA_age,MPA_age_cat_2,MPA_age_cat,Multiple_Zones,MPA_ntake_01,MPA_notake,Ecosystem,Eco_simple,Study_design,Study_design_2,Stake_simple,Stakeholder,CPUE,Catch,Income
46,Italy,"Himes, A.H., 2003. Small-Scale Sicilian Fisheries: Opinions of Artisanal Fishers and Sociocultural Effects in Two MPA Case Studies. Coastal Management 31, 389-408.",2003,Europe,Gulf of Castellammare,200,Large,12,>10 years,Old,Y,N,0,temperate,Temperate,P,Perception,Fisheries,Afisheries,No change,Increase,
46,Italy,"Himes, A.H., 2003. Small-Scale Sicilian Fisheries: Opinions of Artisanal Fishers and Sociocultural Effects in Two MPA Case Studies. Coastal Management 31, 389-408.",2003,Europe,Gulf of Castellammare,200,Large,12,>10 years,Old,Y,N,0,temperate,Temperate,P,Perception,Fisheries,Afisheries,Decrease,Increase,
46,Italy,"Himes, A.H., 2003. Small-Scale Sicilian Fisheries: Opinions of Artisanal Fishers and Sociocultural Effects in Two MPA Case Studies. Coastal Management 31, 389-408.",2003,Europe,Gulf of Castellammare,200,Large,12,>10 years,Old,Y,N,0,temperate,Temperate,P,Perception,Fisheries,Afisheries,Increase,Decrease,
46,Italy,"Himes, A.H., 2003. Small-Scale Sicilian Fisheries: Opinions of Artisanal Fishers and Sociocultural Effects in Two MPA Case Studies. Coastal Management 31, 389-408.",2003,Europe,Gulf of Castellammare,200,Large,12,>10 years,Old,Y,N,0,temperate,Temperate,P,Perception,Fisheries,Afisheries,Increase,Increase,
46,Italy,"Himes, A.H., 2003. Small-Scale Sicilian Fisheries: Opinions of Artisanal Fishers and Sociocultural Effects in Two MPA Case Studies. Coastal Management 31, 389-408.",2003,Europe,Egadi Islands Marine Reserve,50,Medium,11,>10 years,Old,N,Y,1,temperate,Temperate,P,Perception,Fisheries,Afisheries,Increase,Increase,
46,Italy,"Himes, A.H., 2003. Small-Scale Sicilian Fisheries: Opinions of Artisanal Fishers and Sociocultural Effects in Two MPA Case Studies. Coastal Management 31, 389-408.",2003,Europe,Egadi Islands Marine Reserve,50,Medium,11,>10 years,Old,N,Y,1,temperate,Temperate,P,Perception,Fisheries,Afisheries,Decrease,Increase,
46,Italy,"Himes, A.H., 2003. Small-Scale Sicilian Fisheries: Opinions of Artisanal Fishers and Sociocultural Effects in Two MPA Case Studies. Coastal Management 31, 389-408.",2003,Europe,Egadi Islands Marine Reserve,50,Medium,11,>10 years,Old,N,Y,1,temperate,Temperate,P,Perception,Fisheries,Afisheries,Increase,Decrease,
47,Australia,"Hopf, J.K., Jones, G.P., Williamson, D.H., Connolly, S.R., 2016. Synergistic Effects of Marine Reserves and Harvest Controls on the Abundance and Catch Dynamics of a Coral Reef Fishery. Current Biology 26, 1543-1548.",2016,Oceania,Great Barrier Reef Marine Park,344000,Large,10,>10 years,Medium,Y,Y,0.33,tropical - coral reef,Tropical,BA,BACI,Fisheries,Cfisheries,Increase,Decrease,
49,Indonesia,"Jaiteh, V.F., Lindfield, S.J., Mangubhai, S., Warren, C., Fitzpatrick, B., Loneragan, N.R., 2016. Higher Abundance of Marine Predators and Changes in Fishers' Behavior Following Spatial Protection within the World's Biggest Shark Fishery. Frontiers in Marine Science 3.",2016,Asia,Raja Ampat,45000,Large,1,<10 years,Young,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,Decrease,
49,Indonesia,"Jaiteh, V.F., Lindfield, S.J., Mangubhai, S., Warren, C., Fitzpatrick, B., Loneragan, N.R., 2016. Higher Abundance of Marine Predators and Changes in Fishers' Behavior Following Spatial Protection within the World's Biggest Shark Fishery. Frontiers in Marine Science 3.",2016,Asia,Raja Ampat,45000,Large,3,<10 years,Young,N,N,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,No change,
49,Indonesia,"Jaiteh, V.F., Lindfield, S.J., Mangubhai, S., Warren, C., Fitzpatrick, B., Loneragan, N.R., 2016. Higher Abundance of Marine Predators and Changes in Fishers' Behavior Following Spatial Protection within the World's Biggest Shark Fishery. Frontiers in Marine Science 3.",2016,Asia,Raja Ampat,45000,Large,3,<10 years,Young,N,N,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,No change,
49,Indonesia,"Jaiteh, V.F., Lindfield, S.J., Mangubhai, S., Warren, C., Fitzpatrick, B., Loneragan, N.R., 2016. Higher Abundance of Marine Predators and Changes in Fishers' Behavior Following Spatial Protection within the World's Biggest Shark Fishery. Frontiers in Marine Science 3.",2016,Asia,SE Misool,3432,Large,3,<10 years,Young,N,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,,Increase,
49,Indonesia,"Jaiteh, V.F., Lindfield, S.J., Mangubhai, S., Warren, C., Fitzpatrick, B., Loneragan, N.R., 2016. Higher Abundance of Marine Predators and Changes in Fishers' Behavior Following Spatial Protection within the World's Biggest Shark Fishery. Frontiers in Marine Science 3.",2016,Asia,Batbitim,425,Large,10,>10 years,Medium,N,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,,Increase,
49,Indonesia,"Jaiteh, V.F., Lindfield, S.J., Mangubhai, S., Warren, C., Fitzpatrick, B., Loneragan, N.R., 2016. Higher Abundance of Marine Predators and Changes in Fishers' Behavior Following Spatial Protection within the World's Biggest Shark Fishery. Frontiers in Marine Science 3.",2016,Asia,Daram,403,Large,5,<10 years,Young,N,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,,Increase,
50,Vanuatu,"Januchowski-Hartley, F.A., Cinner, J.E., Graham, N.A.J., 2014. Fishery benefits from behavioural modification of fishes in periodically harvested fisheries closures. Aquatic Conservation: Marine and Freshwater Ecosystems 24, 777-790.",2014,Oceania,Nguna-Pele Marine Protected Area,1,Medium,6,<10 years,Medium,Y,,0,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,Increase,Increase,
51,US Virgin Islands,"Karras, C., Agar, J.J., 2009. Cruzan fishers' perspectives on the performance of the Buck Island Reef National Monument and the red hind seasonal closure. Ocean & Coastal Management 52, 578-585.",2009,Central America,Buck Island National Monument,76.95,Medium,7,<10 years,Medium,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,Increase,Decrease
52,Kenya,"Kaunda-Arara, B., Rose, G.A., 2004. Effects of marine reef National Parks on fishery CPUE in coastal Kenya. Biological Conservation 118, 1-13.",2004,Africa,Malindi Marine National Park,6.3,Medium,35,>10 years,Old,Y,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,Increase,,
52,Kenya,"Kaunda-Arara, B., Rose, G.A., 2004. Effects of marine reef National Parks on fishery CPUE in coastal Kenya. Biological Conservation 118, 1-13.",2004,Africa,Watamu Marine National Park,10,Medium,35,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,CI,BACI,Fisheries,Afisheries,Increase,,
53,USA,"Kay, M.C., Lenihan, H.S., Guenther, C.M., Wilson, J.R., Miller, C.J., Shrout, S.W., 2012. Collaborative assessment of California spiny lobster population and fishery responses to a marine reserve network. Ecological Applications 22, 322-335.",2012,North America,Channel Islands National Marine Sanctuary,3807,Large,6,<10 years,Medium,N,Y,1,temperate,Temperate,BACI,BACI,Fisheries,Cfisheries,Increase,Increase,
54,New Zealand,"Kelly, S., Scott, D., MacDiarmid, A.B., 2002. The value of a spillover fishery for spiny lobsters around a marine reserve in northern New Zealand. Coastal Management 30, 153-166.",2002,Oceania,Leigh Marine Reserve,5.56,Medium,20,>10 years,Old,N,Y,1,temperate,Temperate,D,BACI,Fisheries,Cfisheries,No change,,
57,Indonesia,"Kusumawati, I., Huang, H.-W., 2015. Key factors for successful management of marine protected areas: A comparison of stakeholders' perception of two MPAs in Weh island, Sabang, Aceh, Indonesia. Marine Policy 51, 465-475.",2015,Asia,Weh Island Marine Recreationa lPark (WMRP),26,Medium,31,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,P,Perception,Coastal community,Mixed,,,Increase
57,Indonesia,"Kusumawati, I., Huang, H.-W., 2015. Key factors for successful management of marine protected areas: A comparison of stakeholders' perception of two MPAs in Weh island, Sabang, Aceh, Indonesia. Marine Policy 51, 465-475.",2015,Asia,Weh Island Marine Protected Area (WMPA),32,Medium,6,<10 years,Medium,N,Y,1,tropical - coral reef,Tropical,P,Perception,Coastal community,Mixed,,,Increase
58,Brazil,"Leite, T.S., Haimovici, M., Mather, J., Oliveira, J.E.L., 2009. Habitat, distribution, and abundance of the commercial octopus (Octopus insularis) in a tropical oceanic island, Brazil: Information for management of an artisanal fishery inside a marine protected area. Fisheries Research (Amsterdam) 98, 85-91.",2009,South America,Parque Nacional Marinho de Fernando de Noronha,109.28,Large,17,>10 years,Old,N,Y,1,Subtropical,Temperate,CI,BACI,Fisheries,Cfisheries,No change,,
59,Philippines,"Lucas, E.Y., Kirit, R., 2009. Fisheries-Marine Protected Area-Tourism Interactions in Moalboal, Cebu, Philippines. Coastal Management 37, 480-490.",2009,Asia,Saavedra,0.0735,Small,30,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,Decrease,
59,Philippines,"Lucas, E.Y., Kirit, R., 2009. Fisheries-Marine Protected Area-Tourism Interactions in Moalboal, Cebu, Philippines. Coastal Management 37, 480-490.",2009,Asia,Basdiot,0.05,Small,9,<10 years,Medium,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,Decrease,
61,France,"Marengo, M., Culioli, J.M., Santoni, M.C., Marchand, B., Durieux, E.D.H., 2015. Comparative analysis of artisanal and recreational fisheries for Dentex dentex in a Marine Protected Area. Fisheries Management and Ecology 22, 249-260.",2015,Europe,Bonifacio Strait Natural Reserve ,796.4,Large,13,>10 years,Old,Y,Y,0.142,temperate,Temperate,CI,BACI,Fisheries,Afisheries,Increase,Increase,
61,France,"Marengo, M., Culioli, J.M., Santoni, M.C., Marchand, B., Durieux, E.D.H., 2015. Comparative analysis of artisanal and recreational fisheries for Dentex dentex in a Marine Protected Area. Fisheries Management and Ecology 22, 249-260.",2015,Europe,Bonifacio Strait Natural Reserve ,796.4,Large,13,>10 years,Old,Y,Y,0.142,temperate,Temperate,CI,BACI,Fisheries,Rfisheries,Increase,Increase,
64,Brazil,"Martins, I.M., Medeiros, R.P., Hanazaki, N., 2014. From fish to ecosystems: The perceptions of fishermen neighboring a southern Brazilian marine protected area. Ocean & Coastal Management 91, 50-57.",2014,South America,Arvoredo Biological Reserve,8500,Large,21,>10 years,Old,N,Y,1,Subtropical,Temperate,P,Perception,Fisheries,Afisheries,,No change,
66,Kenya,"McClanahan, T.R., Kaunda-Arara, B., 1996. Fishery recovery in a coral-reef marine park and its effect on the adjacent fishery. Conservation Biology 10, 1187-1199.",1996,Africa,Mombasa Marine National Reserve,10,Medium,3,<10 years,Young,N,Y,1,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,Decrease,Increase
67,Kenya,"McClanahan, T.R., Mangi, S., 2000. Spillover of exploitable fishes from a marine park and its effect on the adjacent fishery. Ecological Applications 10, 1792-1805.",2000,Africa,Mombasa Marine National Reserve,6.2,Medium,3,<10 years,Young,Y,N,0,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,No change,Decrease,
67,Kenya,"McClanahan, T.R., Mangi, S., 2000. Spillover of exploitable fishes from a marine park and its effect on the adjacent fishery. Ecological Applications 10, 1792-1805.",2000,Africa,Mombasa Marine National Reserve,6.2,Medium,3,<10 years,Young,Y,N,0,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,Increase,
67,Kenya,"McClanahan, T.R., Mangi, S., 2000. Spillover of exploitable fishes from a marine park and its effect on the adjacent fishery. Ecological Applications 10, 1792-1805.",2000,Africa,Mombasa Marine National Reserve,6.2,Medium,3,<10 years,Young,Y,N,0,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,Increase,
69,Italy,"Micheli, F., Niccolini, F., 2013. Achieving Success under Pressure in the Conservation of Intensely Used Coastal Areas. Ecology and Society 18, 947-986.",2013,Europe,Tavolara-Punta Coda Cavallo MPA,155.37,Large,15,>10 years,Old,Y,,0,temperate,Temperate,P,Perception,Fisheries,Afisheries,,Increase,
70,Tanzania,"Moshy, V.H., Bryceson, I., Mwaipopo, R., 2015. Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania. Forum for development studies 42, 529-553.",2015,Africa,Mafia Island Marine Park,822,Large,14,>10 years,Old,N,,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,Decrease,
70,Tanzania,"Moshy, V.H., Bryceson, I., Mwaipopo, R., 2015. Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania. Forum for development studies 42, 529-553.",2015,Africa,Mafia Island Marine Park,822,Large,14,>10 years,Old,N,,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,Decrease,
71,USA,"Murawski, S.A., Wigley, S.E., Fogarty, M.J., Rago, P.J., Mountain, D.G., 2005. Effort distribution and catch patterns adjacent to temperate MPAs. ICES Journal of Marine Science 62, 1150-1167.",2005,North America,Georges Bank and nearby MPAs,22000,Large,9,<10 years,Medium,Y,,0,temperate,Temperate,BA,BACI,Fisheries,Cfisheries,Increase,,
72,Kenya,"Muthiga, N.A., 2009. Evaluating the effectiveness of management of the Malindi-Watamu marine protected area complex in Kenya. Ocean & Coastal Management 52, 417-423.",2009,Africa,Malindi-Watamu marine protected area complex,196,Large,34,>10 years,Old,Y,,0,tropical - coral reef,Tropical,BA,BACI,Tourism,Tourism,,,Increase
72,Kenya,"Muthiga, N.A., 2009. Evaluating the effectiveness of management of the Malindi-Watamu marine protected area complex in Kenya. Ocean & Coastal Management 52, 417-423.",2009,Africa,Malindi-Watamu marine protected area complex,196,Large,34,>10 years,Old,Y,,0,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,,Decrease,
74,Greece,"Oikonomou, Z.-S., Dikou, A., 2008. Integrating Conservation and Development at the National Marine Park of Alonissos, Northern Sporades, Greece: Perception and Practice. Environmental Management 42, 847-866.",2008,Europe,National Marine Park of Alonissos,2265,Large,13,>10 years,Old,N,,1,temperate,Temperate,P,Perception,Fisheries,Afisheries,,,Decrease
74,Greece,"Oikonomou, Z.-S., Dikou, A., 2008. Integrating Conservation and Development at the National Marine Park of Alonissos, Northern Sporades, Greece: Perception and Practice. Environmental Management 42, 847-866.",2008,Europe,National Marine Park of Alonissos,2265,Large,13,>10 years,Old,N,,1,temperate,Temperate,P,Perception,Tourism,Ctourism,,,Increase
74,Greece,"Oikonomou, Z.-S., Dikou, A., 2008. Integrating Conservation and Development at the National Marine Park of Alonissos, Northern Sporades, Greece: Perception and Practice. Environmental Management 42, 847-866.",2008,Europe,National Marine Park of Alonissos,2265,Large,13,>10 years,Old,N,,1,temperate,Temperate,P,Perception,Tourism,Ctourism,,,No change
77,Seychelles,"Pistortus P.A., Taylor F.E. (2009) Declining catch rates of reef fish in Aldabra's marine protected area. Aquatic Conservation-Marine and Freshwater Ecosystems 19, S2-S9.",2009,Africa,Aldabra Marine Protected Area,224,Large,25,>10 years,Old,Y,,0,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Decrease,,
81,Mexico,"Rife A.N., Aburto-Oropeza O., Hastings P.A. et al. (2013) Long-term effectiveness of a multi-use marine protected area on reef fish assemblages and fisheries landings. Journal of Environmental Management 117, 276.",2013,Central America,Loreto Bay National Park,1837,Large,7,<10 years,Medium,Y,Y,0.07,temperate,Temperate,BACI,BACI,Fisheries,Afisheries,,Decrease,
82,St. Lucia,"Roberts C.M., Bohnsack J.A., Gell F., Hawkins J.P., Goodridge R. (2001) Effects of Marine Reserves on Adjacent Fisheries. Science (Washington) 294, 1920-1923.",2001,Central America,Sufriere Marine Management Area,,,5,<10 years,Young,Y,Y,1,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,,
82,St. Lucia,"Roberts C.M., Bohnsack J.A., Gell F., Hawkins J.P., Goodridge R. (2001) Effects of Marine Reserves on Adjacent Fisheries. Science (Washington) 294, 1920-1923.",2001,Central America,Sufriere Marine Management Area,,,5,<10 years,Young,Y,Y,1,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,,
82,USA,"Roberts C.M., Bohnsack J.A., Gell F., Hawkins J.P., Goodridge R. (2001) Effects of Marine Reserves on Adjacent Fisheries. Science (Washington) 294, 1920-1923.",2001,North America,Merritt Island National Wildlife Refuge,,,38,>10 years,Old,N,Y,1,Subtropical,Temperate,D,BACI,Fisheries,Rfisheries,,Increase,
83,France,"Rocklin D., Tomasini J.A., Culioli J.M., Pelletier D., Mouillot D. (2011) Spearfishing Regulation Benefits Artisanal Fisheries: The ReGS Indicator and Its Application to a Multiple-Use Mediterranean Marine Protected Area. Plos One 6.",2011,Europe,Bonifacio Strait Natural Reserve,800,Large,8,<10 years,Medium,Y,Y,0.015,temperate,Temperate,BA,BACI,Fisheries,Afisheries,Increase,,
84,France,"Rodriguez-Rodriguez D., Rees S.E., Rodwell L.D., Attrill M.J. (2015) IMPASEA: A methodological framework to monitor and assess the socioeconomic effects of marine protected areas. An English Channel case study. Environmental Science & Policy 54, 44-51.",2015,Europe,Iroise marine nature park and Banc des Flanders Special Protection Area ,206,Large,25,>10 years,Old,Y,,1,temperate,Temperate,BACI,BACI,Fisheries,Cfisheries,,Increase,Increase
85,New Zealand,"Rojas-Nazar U.A., Cullen R., Gardner J.P.A., Bell J.J. (2015) Marine reserve establishment and on-going management costs: A case study from New Zealand. Marine Policy 60, 216-224.",2015,Oceania,Taputeranga marine reserve,8.54,Medium,6,<10 years,Medium,N,,1,temperate,Temperate,BA,BACI,Fisheries,Cfisheries,,Increase,Decrease
86,Brazil,"Rolim, F.A., Avila-da-Silva, A.O., 2016. Effects of marine protected areas on fisheries: the case of Sao Paulo State, Brazil. Latin American Journal of Aquatic Research 44, 1028-1038.",2016,South America,Sao Paulo State Marine Environmental Protected Areas,11300,Large,4,<10 years,Young,Y,Y,0,Subtropical,Temperate,BA,BACI,Fisheries,Cfisheries,No change,Decrease,Decrease
86,Brazil,"Rolim, F.A., Avila-da-Silva, A.O., 2016. Effects of marine protected areas on fisheries: the case of Sao Paulo State, Brazil. Latin American Journal of Aquatic Research 44, 1028-1038.",2016,South America,Sao Paulo State Marine Environmental Protected Areas,11300,Large,4,<10 years,Young,Y,Y,0,Subtropical,Temperate,BA,BACI,Fisheries,Afisheries,,Increase,
86,Brazil,"Rolim, F.A., Avila-da-Silva, A.O., 2016. Effects of marine protected areas on fisheries: the case of Sao Paulo State, Brazil. Latin American Journal of Aquatic Research 44, 1028-1038.",2016,South America,Sao Paulo State Marine Environmental Protected Areas,11300,Large,4,<10 years,Young,Y,Y,0,Subtropical,Temperate,BA,BACI,Fisheries,Afisheries,,Increase,
87,Philippines,"Russ, G.R., Alcala, A.C., 1999. Management histories of Sumilon and Apo Marine Reserves, Philippines, and their influence on national marine resource policy. Coral Reefs 18, 307-319.",1999,Asia,Apo Island Marine Reserve,2.25,Medium,24,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,,Increase,
87,Philippines,"Russ, G.R., Alcala, A.C., 1999. Management histories of Sumilon and Apo Marine Reserves, Philippines, and their influence on national marine resource policy. Coral Reefs 18, 307-319.",1999,Asia,Sumilon Reserve,0.398,Small,7,<10 years,Medium,N,Y,1,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,Increase,
88,Philippines,"Russ, G.R., Alcala, A.C., Maypa, A.P., Calumpong, H.P., White, A.T., 2004. Marine Reserve Benefits Local Fisheries. Ecological Applications 14, 597-606.",2004,Asia,Apo Island Marine Reserve,0.225,Small,15,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,BA,BACI,Fisheries,Afisheries,Increase,Increase,
89,Philippines,"Segi, S., 2014. Protecting or Pilfering? Neoliberal Conservationist Marine Protected Areas in the Experience of Coastal Granada, the Philippines. Human Ecology 42, 565-575.",2014,Asia,Boljoon MPA (protectedplanet: North Granada MPA),0.09,Small,11,>10 years,Old,N,Y,0,tropical - coral reef,Tropical,O,BACI,Fisheries,afisheries,,No change,
90,USA,"Smith, M.D., Zhang, J.J., Coleman, F.C., 2006. Effectiveness of marine reserves for large-scale fisheries management. Canadian Journal of Fisheries and Aquatic Sciences 63, 153-164.",2006,North America,Madison–Swanson Marine Reserve and Steamboat Lumps Marine Reserve,,,4,<10 years,Young,N,,1,tropical - other,Tropical,BA,BACI,Fisheries,Cfisheries,Decrease,,
91,France,"Stelzenmuller, V., Maynou, F., Martin, P., 2009. Patterns of species and functional diversity around a coastal marine reserve: a fisheries perspective. Aquatic Conservation: Marine and Freshwater Ecosystems 19, 554-565.",2009,Europe,Medes Islands Marine Reserve,5.11,Medium,14,>10 years,Old,Y,Y,0.18,temperate,Temperate,D,BACI,Fisheries,Afisheries,Increase,,Increase
92,USA,"Stevenson, T.C., Tissot, B.N., Walsh, W.J., 2013. Socioeconomic consequences of fishing displacement from marine protected areas in Hawaii. Biological Conservation 160, 50-58.",2013,North America,West coast of Hawai'I network of MPAs (9 fish replenishment areas),,,9,<10 years,Medium,Y,Y,0,tropical - coral reef,Tropical,P,Perception,Fisheries,Cfisheries,Decrease,,Increase
93,Spain,"Stobart, B., Warwick, R., Gonzalez, C., Mallol, S., Diaz, D., Renones, O., Goni, R., 2009. Long-term and spillover effects of a marine protected area on an exploited fish community. Marine Ecology Progress Series 384, 47-60.",2009,Europe,Columbretes Islands Marine Reserve,44,Medium,16,>10 years,Old,N,Y,1,temperate,Temperate,D,BACI,Fisheries,Afisheries,Increase,,
94,Sweden,"Suuronen, P., Jounela, P., Tschernij, V., 2010. Fishermen responses on marine protected areas in the Baltic cod fishery. Marine Policy 34, 237-243.",2010,Europe,Bornholm MPA,25.74,Medium,5,<10 years,Young,Y,,0,temperate,Temperate,BA,BACI,Fisheries,Cfisheries,Decrease,,
95,Vietnam,"Svensson, P., Rodwell, L.D., Attrill, M.J., 2010. The perceptions of local fishermen towards a hotel managed marine reserve in Vietnam. Ocean & Coastal Management 53, 114-122.",2010,Asia,Whale Island Bay and Peninsual Resort Hotel Managed Marine Reserves,0.16,Small,2,<10 years,Young,N,Y,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Afisheries,,,Increase
97,Tanzania,"Tobey, J., Torell, E., 2006. Coastal poverty and MPA management in mainland Tanzania and Zanzibar. Ocean & Coastal Management 49, 834-854.",2006,Africa,Tanga Coastal Zone Conservation and Development Program (six community-based reef closures),,,12,>10 years,Old,Y,,0,tropical - coral reef,Tropical,CI,Perception,Fisheries,afisheries,,Increase,
97,Tanzania,"Tobey, J., Torell, E., 2006. Coastal poverty and MPA management in mainland Tanzania and Zanzibar. Ocean & Coastal Management 49, 834-854.",2006,Africa,Mafia Island Marine Park,822,Large,5,<10 years,Young,Y,,1,tropical - coral reef,Tropical,CI,Perception,Fisheries,afisheries,,Increase,
97,Tanzania,"Tobey, J., Torell, E., 2006. Coastal poverty and MPA management in mainland Tanzania and Zanzibar. Ocean & Coastal Management 49, 834-854.",2006,Africa,Menai Bay Conservation Area,467,Large,8,<10 years,Medium,Y,Y,1,tropical - coral reef,Tropical,CI,Perception,Fisheries,afisheries,,No change,
97,Tanzania,"Tobey, J., Torell, E., 2006. Coastal poverty and MPA management in mainland Tanzania and Zanzibar. Ocean & Coastal Management 49, 834-854.",2006,Africa,Jozani-Chwaka Bay Conservation Area,50,Medium,10,>10 years,Medium,N,,1,tropical - coral reef,Tropical,CI,Perception,Fisheries,afisheries,,Decrease,
97,Tanzania,"Tobey, J., Torell, E., 2006. Coastal poverty and MPA management in mainland Tanzania and Zanzibar. Ocean & Coastal Management 49, 834-854.",2006,Africa,Misali Island Conservation Area,22,Medium,12,>10 years,Old,Y,,1,tropical - coral reef,Tropical,CI,Perception,Fisheries,afisheries,,No change,
99,Philippines,"Tupper M., Asif F., Garces L.R., Pido M.D. (2015) Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines. Marine Policy 56, 33-42.",2015,Asia,Capandan Marine Sanctuary,0.215,Small,11,>10 years,Old,Y,,0,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,No change,
99,Philippines,"Tupper M., Asif F., Garces L.R., Pido M.D. (2015) Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines. Marine Policy 56, 33-42.",2015,Asia,General Island Marine Sanctuary,0.28,Small,9,<10 years,Medium,Y,,0,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,No change,
99,Philippines,"Tupper M., Asif F., Garces L.R., Pido M.D. (2015) Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines. Marine Policy 56, 33-42.",2015,Asia,Bilagilangan East Marine Sanctuary,0.448,Small,8,<10 years,Medium,Y,,0,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,Decrease,
99,Philippines,"Tupper M., Asif F., Garces L.R., Pido M.D. (2015) Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines. Marine Policy 56, 33-42.",2015,Asia,Pinamgo Marine Sanctuary,0.378,Small,10,>10 years,Medium,Y,,0,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,Decrease,
99,Philippines,"Tupper M., Asif F., Garces L.R., Pido M.D. (2015) Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines. Marine Policy 56, 33-42.",2015,Asia,Sagrada-Bogtong Marine Reserve,3.92,Medium,8,<10 years,Medium,N,,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,Decrease,
99,Philippines,"Tupper M., Asif F., Garces L.R., Pido M.D. (2015) Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines. Marine Policy 56, 33-42.",2015,Asia,Decalve Strict Protection Zone (Bintuan-Sangat Marine Park),0.626,Small,10,>10 years,Medium,N,,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,Decrease,
99,Philippines,"Tupper M., Asif F., Garces L.R., Pido M.D. (2015) Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines. Marine Policy 56, 33-42.",2015,Asia,Bugor-Sand Island MPA,1.25,Medium,9,<10 years,Medium,N,,1,tropical - coral reef,Tropical,P,Perception,Fisheries,Mixed,,Decrease,
100,France and Spain,"Vandeperre F., Higgins R.M., Sánchez-Meca J. et al. (2011) Effects of no-take area size and age of marine protected areas on fisheries yields: a meta-analytical approach. Fish and Fisheries 12, 412-426.",2011,Europe,7 MPAs,350,Large,17,>10 years,Old,Y,Y,0.5,temperate,Temperate,CI,BACI,Fisheries,Afisheries,Increase,,
102,Philippines,"Vogt H.P. (1997) The economic benefits of tourism in the marine reserve of Apo Island, Philippines. pp. 2101-2106 in H.A. Lessios, I.G. Macintyre editors. Proceedings of the 8th International Coral Reef Symposium. Smithsonian Tropical Research Institute, Panama City, Panama.",1997,Asia,Apo Island Marine Reserve,274.7,Large,22,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,O,BACI,Tourism,Ctourism,,,Increase
102,Philippines,"Vogt H.P. (1997) The economic benefits of tourism in the marine reserve of Apo Island, Philippines. pp. 2101-2106 in H.A. Lessios, I.G. Macintyre editors. Proceedings of the 8th International Coral Reef Symposium. Smithsonian Tropical Research Institute, Panama City, Panama.",1997,Asia,Apo Island Marine Reserve,274.7,Large,22,>10 years,Old,N,Y,1,tropical - coral reef,Tropical,O,BACI,Fisheries,Afisheries,,,Increase
